bank_name,card_name,card_type,card_category,card_usp,card_image_url,know_more_link,apply_now_link,joining_fee,annual_fee,annual_fee_waiver,add_on_card_fee,interest_rate_pa,card_replacement_fee,cash_payment_fee,duplicate_statement_fee,outstation_cheque_fee,hostlisting_charges,cash_withdrawal_fee,overdue_penalty_fee,over_limit_penalty,foreign_currency_transaction_fee,reward_point_redemption_fee,dynamic_currency_conversion_markup,education_transaction_fee,wallet_load_transaction_fee,fuel_transaction_fee,utility_transaction_fee,rewards_program,cashback_with_every_transaction,spend_based_reversal,flexipay,reward_points,rewards,features,returns_rate,welcome_benefit,welcome_points,milestone_benefit,bonus_points,fuel_benefits,dining_benefits,culinary_treats,travel_benefits,movie_benefits,OTT_benefits,cashback_offers,voucher_offers,mobile_app_benefits,stay_benefits,lifestyle_benefits,e_commerce,lounge_access,concierge_service,insurance,fraud_protection,health_and_wellness_benefits,security_features,international_use,full_card_description,eligibility_criteria,terms_and_conditions,features_clean,fuel_benefit,movie_offer,dining_offer,travel_offer,rewards_clean,milestone_rewards,cashback_offer,voucher_offer,travel_rewards,fuel_rewards,movie_rewards
SBI,SimplyCLICK SBI Card,Retail,Shopping,Unlimited privileges including 10X Reward Points on online spends with exclusive partners.,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Simplyclick_349x218-Front.png,https://sbicard.com/en/personal/credit-cards/shopping/simplyclick-sbi-card.page,https://sbicard.com/en/personal/credit-cards/shopping/simplyclick-sbi-card.page,Rs. 499 + Taxes,Rs. 499 + Taxes,"Spend Rs. 1,00,000 and get annual fee reversed for the subsequent year.",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% fuel surcharge waiver for transactions between Rs. 500 & Rs. 3000.,NILL,Earn 10X Reward Points on online spends with exclusive partners and 1 point per Rs. 100 on all other spends.,NILL,NILL,"Yes, on spends above Rs. 2,500.",False,"e-Vouchers worth Rs. 2,000 on reaching annual online spends of 1 Lakh and 2 Lakh respectively.","Contactless payments, worldwide acceptance, add-on cards, utility bill payment facility.",NILL,False,False,False,False,1% fuel surcharge waiver for each transaction between Rs. 500 & Rs. 3000.,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,2% cashback on Amazon/Flipkart.,False,NILL,False,Zero liability if reported within 24 hours.,NILL,"Chip & PIN, contactless, 2FA.",False,"This card offers unlimited privileges including 10X rewards on online spends, making it ideal for frequent online shoppers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, add-on cards, utility bill payment facility.",False,False,False,False,"e-Vouchers worth Rs. 2,000 on reaching annual online spends of 1 Lakh and 2 Lakh respectively.",True,False,True,False,False,False
SBI,SimplyCLICK Advantage SBI Card,Retail,Shopping,Unlimited privileges including 10X Reward Points on online spends with exclusive partners.,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Simplyclick-Advantage_349x218-front.png,https://www.sbicard.com/en/personal/credit-cards/shopping/simplyclick-advantage-sbi-card.page,https://www.sbicard.com/en/personal/credit-cards/shopping/simplyclick-advantage-sbi-card.page,Rs. 499,Rs. 499,"Spend Rs. 1,00,000 and get annual fee reversed in the subsequent year.",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% fuel surcharge waiver for transactions between Rs. 500 & Rs. 3000.,NILL,Earn 10X Reward Points on online spends with exclusive partners.,NILL,NILL,"Yes, on spends above Rs. 2,500.",False,"e-Vouchers worth 2,000 each on reaching annual online spends of 1 Lakh and 2 Lakh respectively.","Contactless payments, worldwide acceptance, add-on cards, cash withdrawal from ATMs, utility bill payment facility, balance transfer on EMI.",NILL,False,False,False,False,1% fuel surcharge waiver.,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,2% cashback on Amazon/Flipkart.,False,NILL,False,Zero liability if reported within 24 hours.,NILL,"Chip & PIN, contactless, 2FA.",False,"This card offers premium shopping benefits, including high rewards on online spends and exclusive offers, making it ideal for frequent online shoppers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, add-on cards, cash withdrawal from ATMs, utility bill payment facility, balance transfer on EMI.",False,False,False,False,"e-Vouchers worth 2,000 each on reaching annual online spends of 1 Lakh and 2 Lakh respectively.",True,False,True,False,False,False
SBI,SimplySAVE Advantage SBI Card,Retail,Shopping,"10x Reward Points on Dining, Movies, Departmental Stores and Grocery Spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/SimplySave-Advantage_349x218-px-front.png,https://www.sbicard.com/en/personal/credit-cards/shopping/simplysave-advantage-card.page,https://www.sbicard.com/en/personal/credit-cards/shopping/simplysave-advantage-card.page,Rs. 499,Rs. 499,"Renewal Fee reversed if annual spends for last year >= Rs. 1,00,000",Nil,45% per annum,₹100 to ₹250,₹199,NILL,NILL,NILL,2.5% of the total amount transacted (Subject to minimum amount of ₹500),Varies based on amount due,2.5% of the total overlimit amount (Subject to minimum amount of ₹600),3.5%,₹99,NILL,NILL,NILL,NILL,NILL,"Earn 10 Reward Points per Rs. 150 spent on Dining, Movies, Departmental Stores and Grocery Spends; 1 Reward Point per Rs. 150 on other spends",1% cashback on fuel transactions,"Get annual membership fee reversal from second year of your subscription if spends > Rs. 1,00,000","Yes, on spends above Rs. 2,500",False,"Free movie tickets, shopping vouchers","Contactless payments, lounge access",NILL,False,False,False,False,1% fuel surcharge waiver,20% off at select restaurants,NILL,"Free travel insurance, airport transfers",Buy 1 Get 1 free ticket monthly,3 months free Netflix,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions,10% off at partner hotels,Free gym membership,2% cashback on Amazon/Flipkart,True,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",Must have a State Bank Group fixed deposit.,All dues must be paid on time; rewards program subject to change.,"Contactless payments, lounge access",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
SBI,Shaurya SBI Card,Defense,NILL,Complimentary personal accidental insurance cover of ₹2 Lakh,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Shaurya2_349x218-px_front.png,https://www.sbicard.com/en/personal/credit-cards/defense/shaurya-sbi-card.page,https://www.sbicard.com/en/personal/credit-cards/defense/shaurya-sbi-card.page,₹250,₹250,"Waiver of Renewal Fee on annual spends of ₹50,000 or more",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% Fuel Surcharge Waiver at all fuel stations,NILL,"Earn 5X Reward Points on CSD, Dining, Movies, Departmental Stores and Grocery Spends",NILL,NILL,"Yes, on spends above ₹2,500",True,1000 Reward Points as welcome gift,"Complimentary personal accidental insurance cover, Fuel surcharge waiver, Reward points on various categories",NILL,False,True,False,False,1% Fuel Surcharge Waiver,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,True,NILL,NILL,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Complimentary personal accidental insurance cover, Fuel surcharge waiver, Reward points on various categories",True,False,False,False,1000 Reward Points as welcome gift,False,False,True,False,False,False
SBI,SBI Card PRIME,Retail,Rewards,"Welcome e-Gift Voucher worth ₹ 3,000 on joining, Spend linked Gift Vouchers worth ₹ 11,000, 10 Reward Points per ₹ 100 spent on Dining, Groceries, Departmental stores and Movies, Complimentary International and Domestic Airport Lounge access",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Shaurya_349x218-px_Front.png,https://www.sbicard.com/en/personal/credit-cards/rewards/sbi-card-prime.page,https://sbicard.com/en/eapply/eapplyform.page?path=personal/credit-cards/rewards/sbi-card-prime.dcr,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"10 Reward Points per ₹ 100 spent on Dining, Groceries, Departmental stores and Movies",NILL,NILL,NILL,False,NILL,Complimentary International and Domestic Airport Lounge access,NILL,False,False,False,False,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,NILL,NILL,NILL,True,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,Complimentary International and Domestic Airport Lounge access,False,False,False,False,NILL,False,False,False,False,False,False
SBI,SimplySAVE SBI Card,Retail,Shopping,"10x Reward Points on Dining, Movies, Departmental Stores and Grocery Spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/SimplySave_349x218-px-Front.png,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-sbi-card.page,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-sbi-card.page,Rs. 499 + Taxes,Rs. 499 + Taxes,"Renewal Fee reversed if annual spends for last year >= Rs. 1,00,000",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 1 Reward Point on every Rs. 150 spent,NILL,"Get annual membership fee reversal from second year of your subscription if spends > Rs. 1,00,000","Yes, on spends above Rs. 2,500",False,"2,000 bonus Reward Points on spending Rs. 2,000 or more in first 60 days","Contactless payments, worldwide acceptance, add-on cards, utility bill payment facility",NILL,False,False,False,True,1% fuel surcharge waiver at petrol pumps,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,NILL,NILL,NILL,False,"This card offers premium shopping benefits, including 10x reward points on select categories, making it ideal for frequent shoppers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, add-on cards, utility bill payment facility",False,False,False,False,"2,000 bonus Reward Points on spending Rs. 2,000 or more in first 60 days",True,False,False,False,False,False
SBI,KrisFlyer SBI Card,Travel,Airline,"Earn KrisFlyer miles on every spend, complimentary lounge access, and insurance coverage.",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/travel/krisflyer-sbi-card/krisflyer-front.png,https://www.sbicard.com/en/personal/credit-cards/travel/krisflyer-sbi-card.page,https://www.sbicard.com/en/eapply.page,₹2999 + GST,₹2999 + GST,NILL,Nil,45%,NILL,NILL,NILL,NILL,NILL,2.5% or ₹500 whichever is higher,NILL,NILL,3.5%,₹99 + GST,NILL,NILL,NILL,1% fuel surcharge waiver on transactions up to ₹3000,NILL,"Earn 5 KrisFlyer miles per ₹200 spent on Singapore Airlines Group and international spends, 2 KrisFlyer miles per ₹200 on other eligible spends.",NILL,NILL,"Yes, on spends above ₹2,500",False,"3,000 KrisFlyer miles on first transaction within 60 days, 3,000 miles on annual spends of ₹3 lakh.","Complimentary lounge access, insurance coverage, contactless payments, global acceptance.",NILL,False,False,False,False,"1% fuel surcharge waiver across all petrol pumps in India, maximum waiver of ₹250 per statement cycle.",NILL,NILL,"Complimentary Priority Pass membership, 4 complimentary international lounge visits per year.",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,True,NILL,NILL,NILL,False,"The KrisFlyer SBI Card offers exclusive travel rewards, KrisFlyer miles, and lounge access, ideal for frequent flyers with Singapore Airlines.","Minimum age 21 years, good credit score, regular source of income.",All dues must be paid on time; rewards program subject to change.,"Complimentary lounge access, insurance coverage, contactless payments, global acceptance.",False,False,False,False,"3,000 KrisFlyer miles on first transaction within 60 days, 3,000 miles on annual spends of ₹3 lakh.",True,False,False,False,False,False
SBI Cards & Payment Services Limited,KrisFlyer SBI Card Apex,Travel,Travel,"10 KrisFlyer miles per Rs 200 spent on Singapore Airlines Group, 8 KrisFlyer miles per Rs 200 on international spends, 6 KrisFlyer miles per Rs 200 on other eligible spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/travel/krisflyer-sbi-card/krisflyer-apex-front-blank.png,https://www.sbicard.com/en/personal/credit-cards/travel/krisflyer-sbi-card-apex.page,https://sbicard.com/en/eapply.page,9999 + applicable taxes,9999 + applicable taxes,NILL,Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn KrisFlyer miles on eligible spends,NILL,NILL,"Yes, on spends above ₹2,500",False,"10,000 KrisFlyer miles on first transaction within 60 days of card issuance, additional 10,000 KrisFlyer miles on annual spends of Rs. 5 Lacs, tier upgrade to KrisFlyer Elite Gold membership on spends of Rs. 7.5 lacs on Singapore Airlines","Complimentary domestic and international lounge access, air accident cover of Rs. 3.5 Cr, baggage loss/delay cover of Rs. 1 lac, fraud loss cover of Rs. 10 lac",NILL,False,False,False,False,1% Fuel Surcharge Waiver across all Petrol Pumps in India,NILL,NILL,"Complimentary membership to the Priority Pass Program worth $99, 2 complimentary Domestic Airport Lounge visits every quarter, 8 complimentary International Airport Lounge visits per year",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,True,Zero liability if reported within 24 hours,NILL,NILL,True,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,"For KrisFlyer SBI Card Apex Related Terms and Conditions, click here: https://sbicard.com/sbi-card-en/assets/docs/pdf/tnc/krisFlyer-sbi-card-apex-tnc.pdf","Complimentary domestic and international lounge access, air accident cover of Rs. 3.5 Cr, baggage loss/delay cover of Rs. 1 lac, fraud loss cover of Rs. 10 lac",False,False,False,False,"10,000 KrisFlyer miles on first transaction within 60 days of card issuance, additional 10,000 KrisFlyer miles on annual spends of Rs. 5 Lacs, tier upgrade to KrisFlyer Elite Gold membership on spends of Rs. 7.5 lacs on Singapore Airlines",True,False,False,True,False,False
SBI,SBI Card MILES PRIME,Travel,Travel,"Get 3,000 Travel Credits as Welcome Gift",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/MILES-Prime_139x218-px-Front.png,https://www.sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-prime.page,https://sbicard.com/en/personal/credit-cards/rewards/sbi-card-prime.page,"Rs. 2,999 + Taxes","Rs. 2,999",Annual Fee reversal on spends of ₹10 Lakh in a membership year,Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,2.50%,NILL,NILL,NILL,NILL,1% Fuel Surcharge Waiver,NILL,"Earn 4 Travel Credits for every ₹200 spent on travel, 2 Travel Credits for every ₹200 on all other spends",NILL,Spend Based Reversal on Annual Spends of ₹10 Lac,"Yes, on spends above ₹2,500",False,"Free movie tickets, shopping vouchers","Contactless payments, lounge access",NILL,False,False,False,False,1% Fuel Surcharge Waiver,NILL,NILL,"Complimentary Priority Pass Membership, 4 complimentary International Airport Lounge visits",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, lounge access",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
SBI,SBI Card Miles Elite,Travel,Travel,Complimentary Priority Pass Membership with 6 international lounge visits and 8 domestic lounge visits per year,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/MILES-Elite_139x218-px-Front.png,https://www.sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-elite.page,https://www.sbicard.com/sprint/MilesElite,4999 + GST,4999 + GST,Annual fee reversal on spends of ₹15 lakh in a membership year,Nil,3.5% per month (42% per annum),100,250,100,,,2.5% of transaction amount (min. ₹500),"750 for outstanding amount greater than ₹1,000 & up to ₹10,000",2.5% of the overlimit amount (min. ₹600),1.99%,99,1.99%,,,1% fuel surcharge waiver,,Earn 6 Travel Credits for every ₹200 spent on travel and 2 Travel Credits for every ₹200 on all other spends,NILL,Annual fee reversed if spends > ₹1 lakh/year,"Yes, on spends above ₹2,500",False,"Complimentary lounge access, travel credits, insurance benefits","Contactless payments, worldwide acceptance, cash access at ATMs",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,"Complimentary Priority Pass Membership, insurance cover",NILL,NILL,NILL,NILL,Extra points on app transactions,NILL,NILL,2% cashback on Amazon/Flipkart,False,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, cash access at ATMs",False,False,False,False,"Complimentary lounge access, travel credits, insurance benefits",False,False,False,True,False,False
